ItemID,Condition,Word,WordID,SurprisalGPT2,TargetRegion
9,a_exp, he,21,0.8585032820701599,declined to join them
9,a_exp, declined,22,6.712428092956543,declined to join them
9,a_exp, to,23,1.2279345989227295,declined to join them
9,a_exp, join,24,2.5098421573638916,declined to join them
9,a_exp, them,25,0.8425426483154297,declined to join them
9,a_exp, politely,26,12.867416381835938,declined to join them
9,a_exp,.,27,0.6234754323959351,declined to join them
9,a_imp,Tony's,1,15.543368310398845,declined to join them
9,a_imp, colleagues,2,9.8416748046875,declined to join them
9,a_imp, asked,3,5.177342414855957,declined to join them
9,a_imp, him,4,1.476790428161621,declined to join them
9,a_imp, to,5,1.0717837810516357,declined to join them
9,a_imp, join,6,4.83809232711792,declined to join them
9,a_imp, them,7,0.7189818024635315,declined to join them
9,a_imp, on,8,2.3129286766052246,declined to join them
9,a_imp, a,9,1.2526930570602417,declined to join them
9,a_imp, whiskey,10,11.338937759399414,declined to join them
9,a_imp, tasting,11,1.4792894124984741,declined to join them
9,a_imp,.,12,2.030757427215576,declined to join them
9,a_imp, Tony,13,8.16075325012207,declined to join them
9,a_imp, had,14,3.3212921619415283,declined to join them
9,a_imp, stopped,15,6.461014747619629,declined to join them
9,a_imp, drinking,16,2.253518581390381,declined to join them
9,a_imp, alcohol,17,4.567038536071777,declined to join them
9,a_imp,.,18,3.628988742828369,declined to join them
9,a_imp, He,19,1.4142316579818726,declined to join them
9,a_imp, declined,20,7.629632949829102,declined to join them
9,a_imp, to,21,1.856801986694336,declined to join them
9,a_imp, join,22,3.1704530715942383,declined to join them
9,a_imp, them,23,0.6734949946403503,declined to join them
9,a_imp, politely,24,11.79072380065918,declined to join them
9,a_imp,.,25,0.8951843976974487,declined to join them
9,b_exp,Tony's,1,15.543368310398845,declined to join them
9,b_exp, colleagues,2,9.8416748046875,declined to join them
9,b_exp, asked,3,5.177342414855957,declined to join them
9,b_exp, him,4,1.476790428161621,declined to join them
9,b_exp, to,5,1.0717837810516357,declined to join them
9,b_exp, join,6,4.83809232711792,declined to join them
9,b_exp, them,7,0.7189818024635315,declined to join them
9,b_exp, on,8,2.3129286766052246,declined to join them
9,b_exp, a,9,1.2526930570602417,declined to join them
9,b_exp, whiskey,10,11.338937759399414,declined to join them
9,b_exp, tasting,11,1.4792894124984741,declined to join them
9,b_exp,.,12,2.030757427215576,declined to join them
9,b_exp, Tony,13,8.16075325012207,declined to join them
9,b_exp, saw,14,6.145831108093262,declined to join them
9,b_exp, it,15,3.298860549926758,declined to join them
9,b_exp, was,16,2.3072469234466553,declined to join them
9,b_exp, outside,17,9.058748245239258,declined to join them
9,b_exp, the,18,1.6121840476989746,declined to join them
9,b_exp, city,19,5.108639240264893,declined to join them
9,b_exp,.,20,2.7982687950134277,declined to join them
9,b_exp, Therefore,21,8.998617172241211,declined to join them
9,b_exp,",",22,0.4278014898300171,declined to join them
9,b_exp, he,23,0.7376101016998291,declined to join them
9,b_exp, declined,24,6.888141632080078,declined to join them
9,b_exp, to,25,1.8713456392288208,declined to join them
9,b_exp, join,26,2.093022584915161,declined to join them
9,b_exp, them,27,0.6707870960235596,declined to join them
9,b_exp, politely,28,12.629352569580078,declined to join them
9,b_exp,.,29,0.580959141254425,declined to join them
9,b_imp,Tony's,1,15.543368310398845,declined to join them
